"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"7565","Timor-Leste",2000,86.3,60.7,7.11,847185,316200000,"Asia","South-Eastern Asia",1.02256457546228,"developing"
"7566","Togo",2000,76.2,56.7,5.29,4874735,1294243543,"Africa","Western Africa",0.727398047390873,"developing"
"7567","Tonga",2000,15.1,69.6,4.25,97898,188623258.5,"Oceania","Polynesia",5.27871918409908,"developing"
"7568","Trinidad and Tobago",2000,25.3,69.5,1.75,1267980,8154315708,"Americas","Caribbean",17.619040506019,"developing"
"7569","Tunisia",2000,26.3,75,2.11,9699192,21473261837,"Africa","Northern Africa",6.06554178409348,"developing"
"7570","Turkey",2000,32.1,73.8,2.45,63240157,266567531990,"Asia","Western Asia",11.5483901384377,"developing"
"7571","Turkmenistan",2000,66.1,63.7,2.84,4501419,2904662605,"Asia","Central Asia",1.76788246988917,"developing"
"7572","Uganda",2000,90,49.1,6.87,23757636,6193246632,"Africa","Eastern Africa",0.714204013891821,"developing"
"7573","Ukraine",2000,15.8,67.3,1.14,48746269,31261527363,"Europe","Eastern Europe",1.75701693544182,"developing"
"7574","United Arab Emirates",2000,9.6,73.3,2.64,3050128,104337375343,"Asia","Western Asia",93.7192874717173,"developing"
"7575","United Kingdom",2000,5.6,77.8,1.68,58867004,1477200786806,"Europe","Northern Europe",68.7503213736529,"west"
"7576","United States",2000,7.1,76.9,2.05,282895741,9.8988e+12,"Americas","Northern America",95.8657062285006,"west"
"7577","Uruguay",2000,14.6,74.6,2.24,3321242,22823255806,"Americas","South America",18.8271339341258,"developing"
"7578","Uzbekistan",2000,52.7,67.6,2.74,24518222,13760374488,"Asia","Central Asia",1.53761786362432,"developing"
"7579","Vanuatu",2000,23.8,62.5,4.37,185058,272014693.1,"Oceania","Melanesia",4.02709277372796,"developing"
"7580","Venezuela",2000,18.5,73.8,2.82,24481477,117147614566,"Americas","South America",13.1100083820095,"developing"
"7581","West Bank and Gaza",2000,24.9,74.4,5.4,3223781,4113261233,"Asia","Western Asia",3.49564962928135,"developing"
"7582","Vietnam",2000,26.1,72,1.98,80285563,31172517272,"Asia","South-Eastern Asia",1.06375484854717,"developing"
"7583","Yemen",2000,69,62.4,6.36,17795219,9636342275,"Asia","Western Asia",1.48359723697281,"developing"
"7584","Zambia",2000,97.6,44.8,6.07,10585220,3237716325,"Africa","Eastern Africa",0.838003904021977,"developing"
"7585","Zimbabwe",2000,63.5,47.9,4.07,12499981,6689957610,"Africa","Eastern Africa",1.46629430767146,"developing"
"7586","Albania",2001,22.1,75.1,2.29,3124093,3944714844,"Europe","Southern Europe",3.45938418887246,"west"
"7587","Algeria",2001,33.3,73.5,2.44,31590320,56214597843,"Africa","Northern Africa",4.87530980471667,"developing"
"7588","Angola",2001,126.9,52.5,6.81,15562791,9416016124,"Africa","Middle Africa",1.65762712159503,"developing"
"7589","Antigua and Barbuda",2001,13,74.1,2.31,78972,820275710.9,"Americas","Caribbean",28.4573103732275,"developing"
"7590","Argentina",2001,17.6,74.3,2.42,37471535,271673657736,"Americas","South America",19.8633813922364,"developing"
"7591","Armenia",2001,25.3,71.4,1.2,3060036,2094244952,"Asia","Western Asia",1.87502937963466,"developing"
"7592","Aruba",2001,NA,73.85,1.85,92894,1845780110,"Americas","Caribbean",54.4376580642364,"developing"
"7593","Australia",2001,5,80.1,1.73,19308681,425523831426,"Oceania","Australia and New Zealand",60.3779572636586,"west"
"7594","Austria",2001,4.5,78.6,1.33,8078877,193717569560,"Europe","Western Europe",65.6939160340814,"west"
"7595","Azerbaijan",2001,56.8,67.2,2.01,8195648,5794606298,"Asia","Western Asia",1.93708095969357,"developing"
"7596","Bahamas",2001,12.9,70.3,1.99,303138,6493689921,"Americas","Caribbean",58.6892151113056,"developing"
"7597","Bahrain",2001,10.5,74.3,2.72,694893,8337342675,"Asia","Western Asia",32.8712977768194,"developing"
"7598","Bangladesh",2001,61.4,65.4,3.01,133776064,49610300682,"Asia","Southern Asia",1.01601607897119,"developing"
"7599","Barbados",2001,15.1,74.4,1.78,270686,2429524573,"Americas","Caribbean",24.5902326195271,"developing"
"7600","Belarus",2001,10.3,68,1.22,9891535,13338711930,"Europe","Eastern Europe",3.69451417263098,"developing"
"7601","Belgium",2001,4.6,78,1.65,10311331,234552028142,"Europe","Western Europe",62.3205962721449,"west"
"7602","Belize",2001,20.5,68.8,3.49,254989,873319741.8,"Americas","Central America",9.38337272136961,"developing"
"7603","Benin",2001,87.4,57.4,5.9,7174911,2367580619,"Africa","Western Africa",0.904056126108828,"developing"
"7604","Bhutan",2001,56.1,67.5,3.42,580784,457700055.2,"Asia","Southern Asia",2.15910347732135,"developing"
"7605","Bolivia",2001,56.2,68.3,4.06,8496378,8539261261,"Americas","South America",2.75355408287,"developing"
"7606","Bosnia and Herzegovina",2001,7.5,76.2,1.33,3799747,5748247772,"Europe","Southern Europe",4.14465069197415,"west"
"7607","Botswana",2001,51.4,46.5,3.32,1762531,5832008813,"Africa","Southern Africa",9.06543279918838,"developing"
"7608","Brazil",2001,26.1,71.1,2.32,178419396,653149809199,"Americas","South America",10.0294674915952,"developing"
"7609","Brunei",2001,7.5,76.1,2.34,337074,6165827450,"Asia","South-Eastern Asia",50.1156361665554,"developing"
"7610","Bulgaria",2001,17.1,71.8,1.2,7934389,13439228305,"Europe","Eastern Europe",4.64053420815925,"developing"
"7611","Burkina Faso",2001,95,53.2,6.53,11943740,2784535504,"Africa","Western Africa",0.638733294137393,"developing"
"7612","Burundi",2001,91,48.4,7,6946720,852507678.9,"Africa","Eastern Africa",0.336221623505533,"developing"
"7613","Cambodia",2001,74.7,60.8,3.62,12448881,3947765866,"Asia","South-Eastern Asia",0.868816795112001,"developing"
"7614","Cameroon",2001,89.3,54.2,5.57,16349364,10529854963,"Africa","Middle Africa",1.76452843712143,"developing"
"7615","Canada",2001,5.3,79.5,1.54,30991344,737849972166,"Americas","Northern America",65.2281092764978,"west"
"7616","Cape Verde",2001,26.7,68.6,3.53,447357,572322732.9,"Africa","Western Africa",3.50504739480384,"developing"
"7617","Central African Republic",2001,112.9,45.2,5.39,3794677,961916948.9,"Africa","Middle Africa",0.694496238045001,"developing"
"7618","Chad",2001,104.6,51.7,7.32,8663599,1546522070,"Africa","Middle Africa",0.489063121125907,"developing"
"7619","Chile",2001,8.7,77.4,2.05,15358418,77750400228,"Americas","South America",13.8695792200216,"developing"
"7620","China",2001,28.3,70,1.46,1277188787,1297948353737,"Asia","Eastern Asia",2.78425783497791,"developing"
"7621","Colombia",2001,20.6,73.5,2.6,40988909,102048140770,"Americas","South America",6.82096582065818,"developing"
"7622","Comoros",2001,72.5,63,5.31,561525,208622519.7,"Africa","Eastern Africa",1.0178861976284,"developing"
"7623","Congo, Dem. Rep.",2001,105.3,54.5,7.03,49449015,4215380704,"Africa","Middle Africa",0.233553453595324,"developing"
"7624","Congo, Rep.",2001,75.5,53.5,5.13,3183883,3342249782,"Africa","Middle Africa",2.87600037997886,"developing"
"7625","Costa Rica",2001,10.5,78,2.35,3996800,16118090925,"Americas","Central America",11.0486272065598,"developing"
"7626","Cote d'Ivoire",2001,97.7,52.1,5.29,16865376,10414794516,"Africa","Western Africa",1.6918498351581,"developing"
"7627","Croatia",2001,6.9,74.6,1.42,4408458,22304474424,"Europe","Southern Europe",13.8615699881567,"west"
"7628","Cuba",2001,6.1,76.4,1.63,11151472,31537855021,"Americas","Caribbean",7.74831181473756,"developing"
"7629","Cyprus",2001,5.1,78.5,1.66,961482,9689915174,"Asia","Western Asia",27.611242649867,"developing"
"7630","Czech Republic",2001,5.3,75.3,1.14,10244261,60628710342,"Europe","Eastern Europe",16.2145474165005,"developing"
"7631","Denmark",2001,4.5,77.2,1.75,5354704,161210834024,"Europe","Northern Europe",82.4832741219632,"west"
"7632","Djibouti",2001,78.1,60.1,4.35,734088,562518771.1,"Africa","Eastern Africa",2.09940404703822,"developing"
"7633","Dominican Republic",2001,32.5,73.4,2.86,8697127,24430811264,"Americas","Caribbean",7.69607359883453,"developing"
"7634","Ecuador",2001,27.4,73.4,3.03,12852753,16792401245,"Americas","South America",3.5795116231849,"developing"
"7635","Egypt",2001,35.1,69.7,3.24,69599945,103368058729,"Africa","Northern Africa",4.06897104446519,"developing"
"7636","El Salvador",2001,25.5,71.7,2.8,5844738,13358642293,"Americas","Central America",6.26187520823379,"developing"
"7637","Equatorial Guinea",2001,102.3,54,5.73,549007,2030554290,"Africa","Middle Africa",10.1331357129439,"developing"
"7638","Eritrea",2001,55.8,59.9,5.86,3655006,768210748.9,"Africa","Eastern Africa",0.575836806639352,"developing"
"7639","Estonia",2001,8.2,70,1.34,1391754,6031668953,"Europe","Northern Europe",11.8735929044774,"west"
"7640","Ethiopia",2001,86.2,52.7,6.38,68393128,8858552229,"Africa","Eastern Africa",0.354860302731721,"developing"
"7641","Fiji",2001,20.5,64.4,3.05,814215,1717791938,"Oceania","Melanesia",5.78014318354707,"developing"
"7642","Finland",2001,3.4,78.1,1.73,5188446,124575271789,"Europe","Northern Europe",65.7811827453559,"west"
"7643","France",2001,4.4,79.2,1.84,59711914,1350682881887,"Europe","Western Europe",61.9725746233114,"west"
"7644","French Polynesia",2001,NA,72.67,2.41,241276,NA,"Oceania","Polynesia",NA,"developing"
"7645","Gabon",2001,54.7,59,4.54,1260435,5175869092,"Africa","Middle Africa",11.2504518406371,"developing"
"7646","Gambia",2001,62,63.9,5.89,1267103,832291849.5,"Africa","Western Africa",1.79957875757989,"developing"
"7647","Georgia",2001,29.3,71.7,1.59,4685769,3204377911,"Asia","Western Asia",1.87357028577029,"developing"
"7648","Germany",2001,4.3,78.4,1.35,81809438,1914968442701,"Europe","Western Europe",64.1306065947101,"west"
"7649","Ghana",2001,63,59.9,4.62,19293804,5176588342,"Africa","Western Africa",0.735077116658728,"developing"
"7650","Greece",2001,6.5,78.9,1.27,10987715,129640052497,"Europe","Southern Europe",32.325030820255,"west"
"7651","Greenland",2001,NA,68,2.51,56334,1081578611,"Americas","Northern America",52.6010769913884,"west"
"7652","Grenada",2001,13.3,70.3,2.51,101849,499420151.6,"Americas","Caribbean",13.4343428796081,"developing"
"7653","Guatemala",2001,38.5,69.3,4.72,11976725,19740527581,"Americas","Central America",4.51572839889195,"developing"
"7654","Guinea",2001,99.2,54.4,5.87,8955756,3202122564,"Africa","Western Africa",0.979586595649418,"developing"
"7655","Guinea-Bissau",2001,103.8,52.7,5.77,1343646,215886401.3,"Africa","Western Africa",0.440197486988939,"developing"
"7656","Guyana",2001,36.5,63.9,2.61,743163,728702948.3,"Americas","South America",2.68641796442857,"developing"
"7657","Haiti",2001,72.8,59.2,4.18,8692564,3626291254,"Americas","Caribbean",1.14293602342265,"developing"
"7658","Honduras",2001,29.4,70.6,3.88,6371304,7299040640,"Americas","Central America",3.13866229212079,"developing"
"7659","Hong Kong, China",2001,NA,80.73,0.9,6836538,169962054757,"Asia","Eastern Asia",68.1118813480846,"developing"
"7660","Hungary",2001,9.1,72.3,1.29,10195978,48107516796,"Europe","Eastern Europe",12.9268046556644,"developing"
"7661","Iceland",2001,3,80.8,2,284037,9038371651,"Europe","Northern Europe",87.1811139307,"west"
"7662","India",2001,64.2,61.9,3.08,1071888190,498161456345,"Asia","Southern Asia",1.27329130083476,"developing"
"7663","Indonesia",2001,39.4,67.8,2.48,214448301,171033497474,"Asia","South-Eastern Asia",2.18507175109912,"developing"
"7664","Iran",2001,27.1,71.3,2.08,66812736,105003397805,"Asia","Southern Asia",4.30577400589473,"developing"
"7665","Iraq",2001,35.2,66.4,4.88,24258794,24150537691,"Asia","Western Asia",2.72749983728256,"developing"
"7666","Ireland",2001,5.8,78.4,1.96,3901688,102198450879,"Europe","Northern Europe",71.7627231682484,"west"
"7667","Israel",2001,5.4,78.8,2.92,6129980,124616185508,"Asia","Western Asia",55.6958108951796,"developing"
"7668","Italy",2001,4.4,79.8,1.23,57359179,1124573045861,"Europe","Southern Europe",53.7145422436188,"west"
"7669","Jamaica",2001,18.2,74.2,2.58,2618325,9129789453,"Americas","Caribbean",9.55310047035456,"developing"
"7670","Japan",2001,3.1,81.3,1.31,125974298,4748016360517,"Asia","Eastern Asia",103.26125414421,"developing"
"7671","Jordan",2001,22.6,73.6,3.97,4850227,8909880504,"Asia","Western Asia",5.0328843408377,"developing"
"7672","Kazakhstan",2001,35.7,65.1,1.94,14942788,20761409353,"Asia","Central Asia",3.80655695375341,"developing"
"7673","Kenya",2001,64.5,55.6,5,31863280,13170997390,"Africa","Eastern Africa",1.1324924601662,"developing"
"7674","Kiribati",2001,51.9,60.1,3.75,85858,66141846.03,"Oceania","Micronesia",2.11058418631337,"developing"
"7675","South Korea",2001,5.5,76.7,1.3,46492324,554577928769,"Asia","Eastern Asia",32.6804826032894,"developing"
"7676","Kuwait",2001,10.7,77.6,2.8,1990022,37992985756,"Asia","Western Asia",52.3061413060994,"developing"
"7677","Kyrgyz Republic",2001,39.8,66,2.59,4998286,1442581268,"Asia","Central Asia",0.790726550376537,"developing"
"7678","Lao",2001,80.5,56.6,3.99,5424701,1830766369,"Asia","South-Eastern Asia",0.924622070641843,"developing"
"7679","Latvia",2001,13.6,70,1.21,2345145,8463121187,"Europe","Northern Europe",9.88707879002838,"west"
"7680","Lebanon",2001,16.1,76.3,2.14,3359875,17942756150,"Asia","Western Asia",14.6309716960891,"developing"
"7681","Lesotho",2001,85.2,48.9,3.98,1871489,776897959.9,"Africa","Southern Africa",1.13732304136966,"developing"
"7682","Liberia",2001,115.6,56.3,5.8,2998770,645965986.8,"Africa","Western Africa",0.590165243366218,"developing"
"7683","Libya",2001,23.4,75,2.98,5428303,32439047033,"Africa","Northern Africa",16.3723545756886,"developing"
"7684","Lithuania",2001,9.2,71.6,1.31,3458923,12204375000,"Europe","Northern Europe",9.66677888915609,"west"
"7685","Luxembourg",2001,3.7,78.7,1.68,440198,20779788756,"Europe","Western Europe",129.330274327985,"west"
"7686","Macao, China",2001,NA,77.83,0.89,438088,6278746992,"Asia","Eastern Asia",39.266189791605,"developing"
"7687","Macedonia, FYR",2001,13.5,73,1.64,2021585,3424565368,"Europe","Southern Europe",4.6410964026904,"west"
"7688","Madagascar",2001,66.2,59.6,5.44,16235767,4110920842,"Africa","Eastern Africa",0.693702787641462,"developing"
"7689","Malawi",2001,96.5,45.9,6.19,11491824,1656767701,"Africa","Eastern Africa",0.394984259398754,"developing"
"7690","Malaysia",2001,8.1,73.6,2.68,23920963,94275263158,"Asia","South-Eastern Asia",10.7975750062277,"developing"
"7691","Maldives",2001,31.8,73.7,3.06,285298,645905368.7,"Asia","Southern Asia",6.20265038613315,"developing"
"7692","Mali",2001,112.6,54.1,6.82,11376094,2715588468,"Africa","Western Africa",0.654000257511889,"developing"
"7693","Malta",2001,6.6,79.4,1.52,389323,3896082512,"Europe","Southern Europe",27.4173338410875,"west"
"7694","Mauritania",2001,76,64.2,5.32,2796502,1319640344,"Africa","Western Africa",1.29284835028199,"developing"
"7695","Mauritius",2001,15.1,71.6,1.97,1193950,4700497863,"Africa","Eastern Africa",10.7861102533492,"developing"
"7696","Mexico",2001,20.4,74.9,2.61,104239563,580513674392,"Americas","Central America",15.2576274997602,"developing"
"7697","Micronesia, Fed. Sts.",2001,41.5,66.8,4.2,107170,237472671.4,"Oceania","Micronesia",6.07082260548789,"developing"
"7698","Moldova",2001,23.7,69.2,1.54,4185513,1367013857,"Europe","Eastern Europe",0.894811088589527,"developing"
"7699","Mongolia",2001,45.3,62.7,2.1,2419729,1170465415,"Asia","Eastern Asia",1.32525359725979,"developing"
"7700","Montenegro",2001,12,73.5,1.8,613239,995106672,"Europe","Southern Europe",4.44577016353342,"west"
"7701","Morocco",2001,40.5,71.8,2.61,29250983,39816388505,"Africa","Northern Africa",3.72931042707555,"developing"
"7702","Mozambique",2001,109.3,52.8,5.76,18792357,4754303084,"Africa","Eastern Africa",0.693126886710904,"developing"
"7703","Namibia",2001,49.2,53.4,3.94,1931005,3954636212,"Africa","Southern Africa",5.61087089826495,"developing"
"7704","Nepal",2001,56.7,65.9,3.92,24140941,5757963273,"Asia","Southern Asia",0.653464247472193,"developing"
"7705","Netherlands",2001,5,78.3,1.71,15984365,392490611985,"Europe","Western Europe",67.273034941606,"west"
"7706","New Caledonia",2001,NA,73.7,2.34,213904,NA,"Oceania","Melanesia",NA,"developing"
"7707","New Zealand",2001,5.9,78.6,1.96,3906911,53451262721,"Oceania","Australia and New Zealand",37.4827621294605,"west"
"7708","Nicaragua",2001,31.2,76.2,3.14,5100750,4052872049,"Americas","Central America",2.1768875240614,"developing"
"7709","Niger",2001,97.7,52.9,7.7,11642308,1926127106,"Africa","Western Africa",0.4532658442281,"developing"
"7710","Nigeria",2001,109,55.4,6.08,126014935,47408936530,"Africa","Western Africa",1.03073097916898,"developing"
"7711","Norway",2001,3.8,78.9,1.78,4514907,171637634124,"Europe","Northern Europe",104.152775127021,"west"
"7712","Oman",2001,13.3,75.4,3.49,2272547,21354315272,"Asia","Western Asia",25.7442303054437,"developing"
"7713","Pakistan",2001,86,62.5,4.29,141282077,75418468995,"Asia","Southern Asia",1.46250640448933,"developing"
"7714","Panama",2001,21.4,76.7,2.8,3086887,11687233385,"Americas","Central America",10.3728505426829,"developing"
"7715","Papua New Guinea",2001,57.8,57.6,4.45,5512835,3517077155,"Oceania","Melanesia",1.74788975580038,"developing"
"7716","Paraguay",2001,26.9,74.2,3.6,5406625,7217236774,"Americas","South America",3.65722635389294,"developing"
"7717","Peru",2001,27.6,75.2,2.87,26261363,53404908563,"Americas","South America",5.57148606417808,"developing"
"7718","Philippines",2001,29.4,69,3.77,79604541,83371189500,"Asia","South-Eastern Asia",2.86936165875536,"developing"
"7719","Poland",2001,7.6,74.2,1.3,38466543,173340512233,"Europe","Eastern Europe",12.3459369085265,"developing"
"7720","Portugal",2001,5.2,76.8,1.46,10320463,119616127053,"Europe","Southern Europe",31.7539452041601,"west"
"7721","Puerto Rico",2001,NA,75.8,1.86,3799366,65596986166,"Americas","Caribbean",47.3020420559136,"developing"
"7722","Qatar",2001,10.2,75,3.13,613720,18350889420,"Asia","Western Asia",81.9207608842192,"developing"
"7723","Romania",2001,22.4,71.1,1.27,21983221,39164637562,"Europe","Eastern Europe",4.88101251778308,"developing"
"7724","Russia",2001,18.8,65.1,1.22,145818121,272932811945,"Europe","Eastern Europe",5.12803980388993,"developing"
"7725","Rwanda",2001,102.3,51,5.79,8329113,1882389602,"Africa","Eastern Africa",0.619181392580623,"developing"
